4.6159e-05,-0.00033287,-0.00022821,-0.0018047,-0.0013823
0.00014137,-0.00094069,-0.00036442,-0.0032857,-0.0041695
0.0003723,-0.0018231,-0.0006142,-0.0055247,-0.0078619
0.00055481,-0.002373,-0.00084204,-0.0070579,-0.0097829
0.00083718,-0.0032304,-0.0011765,-0.009458,-0.012646
0.0011196,-0.0040878,-0.0015109,-0.011858,-0.01551
0.001469,-0.005342,-0.0019184,-0.0155,-0.019781
0.0017664,-0.0070459,-0.0022823,-0.020825,-0.02614
0.0020638,-0.0087498,-0.0026462,-0.02615,-0.032498
0.0020828,-0.010881,-0.0027475,-0.033633,-0.041867
0.0016463,-0.013879,-0.0024424,-0.045447,-0.057385
0.0010848,-0.016308,-0.001991,-0.055542,-0.070887
-0.00032482,-0.0188,-0.00072864,-0.068625,-0.089686
-0.0017345,-0.021293,0.00053368,-0.081707,-0.10849
-0.0040503,-0.023543,0.0026703,-0.098017,-0.1335
-0.0069467,-0.025247,0.005392,-0.1176,-0.16502
-0.0098431,-0.026951,0.0081136,-0.13719,-0.19655
-0.012544,-0.027893,0.010725,-0.15986,-0.23394
-0.015246,-0.028836,0.013336,-0.18253,-0.27133
-0.016661,-0.028962,0.014873,-0.20783,-0.31283
-0.015727,-0.02841,0.01443,-0.23503,-0.35562
-0.014794,-0.027858,0.013987,-0.26223,-0.39841
-0.010918,-0.026941,0.01113,-0.29033,-0.43907
-0.0040784,-0.025851,0.0060928,-0.32731,-0.48883
0.0025318,-0.024982,0.0011411,-0.35511,-0.52392
0.010842,-0.024569,-0.0048519,-0.38128,-0.55079
0.019152,-0.024156,-0.010845,-0.40745,-0.57766
0.027636,-0.02448,-0.016467,-0.4307,-0.59515
0.034838,-0.025614,-0.02053,-0.44991,-0.60398
0.042041,-0.026748,-0.024593,-0.46913,-0.61282
0.047099,-0.028543,-0.026631,-0.48354,-0.6156
0.052464,-0.031096,-0.028476,-0.49938,-0.61877
0.055322,-0.033252,-0.028908,-0.50873,-0.61931
0.056546,-0.03547,-0.028769,-0.51328,-0.62156
0.05777,-0.037687,-0.02863,-0.51784,-0.62381
0.058095,-0.039819,-0.029036,-0.51841,-0.63068
0.057988,-0.041958,-0.030689,-0.51619,-0.64309
0.057881,-0.044097,-0.032343,-0.51396,-0.65551
0.057373,-0.046533,-0.035353,-0.51026,-0.67229
0.056864,-0.048969,-0.038364,-0.50655,-0.68907
0.055719,-0.05203,-0.042446,-0.5025,-0.70743
0.053811,-0.055865,-0.047316,-0.49875,-0.72407
0.051904,-0.059701,-0.052186,-0.49501,-0.74072
0.049529,-0.064124,-0.057864,-0.49157,-0.75301
0.046765,-0.069885,-0.066268,-0.48653,-0.76564
0.044669,-0.074348,-0.073051,-0.48275,-0.77239
0.043772,-0.078074,-0.081174,-0.47753,-0.77406
0.042875,-0.081801,-0.089296,-0.47231,-0.77573
0.043851,-0.084025,-0.098504,-0.46449,-0.77409
0.046809,-0.084232,-0.10788,-0.45323,-0.77153
0.049768,-0.084439,-0.11725,-0.44197,-0.76896
0.05423,-0.082537,-0.12544,-0.42712,-0.76758
0.060455,-0.078955,-0.13455,-0.40566,-0.76746
0.065627,-0.075291,-0.14037,-0.38794,-0.76846
0.070802,-0.070539,-0.14334,-0.36876,-0.77182
0.075976,-0.065787,-0.14631,-0.34959,-0.77517
0.080841,-0.060709,-0.14694,-0.33076,-0.77981
0.085547,-0.055891,-0.14638,-0.31386,-0.78415
0.090253,-0.051074,-0.14583,-0.29695,-0.7885
0.095236,-0.04672,-0.14525,-0.28272,-0.79121
0.10022,-0.042365,-0.14468,-0.26849,-0.79393
0.10591,-0.038227,-0.14459,-0.25661,-0.79449
0.11247,-0.03375,-0.1446,-0.24583,-0.79336
0.11904,-0.029272,-0.1446,-0.23505,-0.79222
0.12632,-0.023877,-0.14374,-0.22379,-0.79049
0.13613,-0.015871,-0.14122,-0.20756,-0.78875
0.14373,-0.0092793,-0.13856,-0.19472,-0.78755
0.15115,-0.0017017,-0.13381,-0.18031,-0.78748
0.15857,0.0058759,-0.12906,-0.1659,-0.78741
0.16541,0.0138,-0.12268,-0.15121,-0.78832
0.17143,0.021288,-0.11555,-0.13834,-0.78953
0.17744,0.028777,-0.10843,-0.12546,-0.79074
0.18254,0.03527,-0.10121,-0.11652,-0.79149
0.18765,0.041763,-0.093995,-0.10758,-0.79223
0.19186,0.047161,-0.086741,-0.10391,-0.79214
0.19526,0.051796,-0.078947,-0.10557,-0.79138
0.19867,0.05643,-0.071152,-0.10724,-0.79062
0.20138,0.060794,-0.062308,-0.11307,-0.78973
0.20473,0.066684,-0.050028,-0.12176,-0.78894
0.20696,0.071099,-0.040258,-0.12973,-0.78848
0.20899,0.075535,-0.030614,-0.13763,-0.78866
0.21102,0.079972,-0.020971,-0.14554,-0.78883
0.21331,0.084151,-0.013101,-0.15156,-0.78946
0.21641,0.087865,-0.0084298,-0.1547,-0.79011
0.21951,0.09158,-0.0037582,-0.15785,-0.79075
0.22401,0.095014,-0.0026433,-0.15806,-0.79102
0.2313,0.10005,-0.0024195,-0.1571,-0.79107
0.23763,0.10386,-0.0038093,-0.1551,-0.79086
0.24588,0.10892,-0.0056432,-0.15199,-0.79034
0.25413,0.11398,-0.0074771,-0.14888,-0.78983
0.26389,0.1209,-0.0076418,-0.14572,-0.78936
0.27433,0.1296,-0.0049614,-0.14315,-0.78922
0.28477,0.1383,-0.002281,-0.14059,-0.78907
0.29483,0.1479,0.002999,-0.13874,-0.7893
0.30489,0.1575,0.0082789,-0.13689,-0.78952
0.31371,0.16661,0.014746,-0.13546,-0.78994
0.32102,0.1739,0.020621,-0.13401,-0.79029
0.32833,0.18119,0.026496,-0.13255,-0.79063
0.33464,0.1859,0.030498,-0.13079,-0.7907
0.3434,0.19064,0.034429,-0.1283,-0.79061
0.34979,0.19287,0.036239,-0.12626,-0.79039
0.35744,0.19336,0.036381,-0.12425,-0.79003
0.36509,0.19385,0.036523,-0.12224,-0.78967
0.37466,0.19362,0.035834,-0.12071,-0.78939
0.3859,0.19349,0.034894,-0.12008,-0.78938
0.39714,0.19336,0.033955,-0.11945,-0.78936
0.40891,0.1937,0.032834,-0.11999,-0.78962
0.42348,0.19438,0.030919,-0.1216,-0.79
0.43416,0.19515,0.029316,-0.12344,-0.79039
0.4423,0.19608,0.026948,-0.1266,-0.79065
0.45044,0.19702,0.02458,-0.12977,-0.79091
0.45527,0.19793,0.021535,-0.13423,-0.79077
0.45695,0.19881,0.01836,-0.1399,-0.79006
0.45862,0.19968,0.015186,-0.14558,-0.78935
0.458,0.2007,0.012689,-0.15222,-0.78805
0.45738,0.20172,0.010191,-0.15887,-0.78675
0.45563,0.20311,0.0090884,-0.16605,-0.785
0.45377,0.205,0.0097303,-0.17314,-0.78311
0.45192,0.20688,0.010372,-0.18022,-0.78122
0.45052,0.20922,0.012676,-0.1865,-0.77956
0.44891,0.2124,0.016492,-0.19381,-0.77784
0.44799,0.21494,0.020079,-0.19868,-0.77679
0.44716,0.21737,0.024485,-0.20182,-0.77661
0.44633,0.2198,0.028892,-0.20497,-0.77644
0.44504,0.22179,0.03372,-0.2065,-0.7772
0.44292,0.22309,0.038643,-0.20687,-0.77878
0.44079,0.22439,0.043565,-0.20724,-0.78036
0.43775,0.2249,0.048249,-0.20712,-0.78241
0.4334,0.22505,0.053979,-0.20718,-0.78503
0.42976,0.22476,0.058035,-0.20721,-0.7871
0.42605,0.22371,0.061099,-0.20779,-0.78871
0.42235,0.22266,0.064162,-0.20838,-0.79033
0.41907,0.22088,0.066081,-0.20957,-0.79116
0.41642,0.21835,0.0671,-0.2111,-0.79111
0.41378,0.21582,0.068118,-0.21263,-0.79106
0.41155,0.21248,0.068888,-0.21408,-0.79029
0.40931,0.20915,0.069657,-0.21553,-0.78952
0.40695,0.205,0.071,-0.21663,-0.78838
0.40388,0.20022,0.073493,-0.21756,-0.78729
0.40082,0.19543,0.075986,-0.21849,-0.78619
0.39674,0.19039,0.079586,-0.21999,-0.78546
0.39085,0.18408,0.08436,-0.22341,-0.78484
0.38593,0.1794,0.088305,-0.2266,-0.78462
0.38081,0.17576,0.091391,-0.23255,-0.78487
0.37569,0.17212,0.094478,-0.23851,-0.78511
0.37119,0.17001,0.095613,-0.24766,-0.78568
0.36802,0.16961,0.09433,-0.25937,-0.7864
0.36486,0.1692,0.093048,-0.27108,-0.78713
0.36333,0.17021,0.089718,-0.28363,-0.78788
0.36181,0.17122,0.086388,-0.29617,-0.78864
0.36177,0.173,0.081981,-0.30723,-0.78935
0.36268,0.17478,0.077529,-0.31471,-0.78994
0.36358,0.17656,0.073078,-0.32219,-0.79052
0.36471,0.17766,0.069154,-0.32507,-0.79086
0.36583,0.17835,0.064096,-0.32656,-0.79104
0.36656,0.17836,0.060594,-0.32543,-0.79102
0.3665,0.17724,0.05695,-0.32236,-0.79059
0.36645,0.17612,0.053306,-0.31929,-0.79016
0.36554,0.17409,0.048978,-0.31723,-0.78943
0.36393,0.17146,0.043903,-0.31891,-0.78867
0.36232,0.16884,0.038827,-0.3206,-0.7879
0.36026,0.16586,0.033557,-0.32739,-0.78739
0.35731,0.16164,0.027243,-0.33885,-0.78695
0.35493,0.15834,0.022694,-0.34993,-0.7868
0.35214,0.15448,0.019644,-0.36216,-0.78675
0.34936,0.15063,0.016594,-0.37439,-0.78671
0.34584,0.14583,0.01521,-0.38313,-0.78614
0.34119,0.13969,0.014853,-0.38387,-0.78421
0.33654,0.13355,0.014496,-0.38461,-0.78228
0.33047,0.12588,0.013897,-0.37482,-0.7783
0.3244,0.11821,0.013298,-0.36503,-0.77432
0.31692,0.1092,0.011026,-0.3455,-0.768
0.30835,0.099387,0.0060476,-0.32029,-0.75945
0.29977,0.089577,0.0010689,-0.29507,-0.7509
0.29056,0.079778,-0.0068018,-0.26992,-0.74039
0.27811,0.067419,-0.018349,-0.24062,-0.72494
0.26858,0.058429,-0.028265,-0.22047,-0.71239
0.25867,0.050801,-0.038496,-0.20726,-0.69707
0.24876,0.043174,-0.048727,-0.19406,-0.68175
0.23798,0.037076,-0.057112,-0.18594,-0.66225
0.22567,0.032319,-0.061699,-0.17829,-0.63702
0.21335,0.027562,-0.066287,-0.17065,-0.61179
0.19902,0.023764,-0.065955,-0.15859,-0.57982
0.17867,0.019017,-0.062457,-0.13747,-0.53309
0.16235,0.015804,-0.057289,-0.11824,-0.49463
0.14477,0.012955,-0.048551,-0.092564,-0.45139
0.12719,0.010107,-0.039812,-0.066888,-0.40814
0.10955,0.0075924,-0.029524,-0.038548,-0.36296
0.093232,0.0055068,-0.01981,-0.012637,-0.31913
0.07691,0.0034211,-0.010096,0.013273,-0.27529
0.06301,0.0018753,-0.0025596,0.032446,-0.23568
0.04911,0.00032953,0.0049765,0.051619,-0.19606
0.038223,-0.00063579,0.0095978,0.061983,-0.16255
0.030367,-0.0010814,0.011434,0.063993,-0.13587
0.022512,-0.001527,0.01327,0.066004,-0.10918
0.017269,-0.001591,0.013035,0.061935,-0.089022
0.011446,-0.0015673,0.012161,0.05507,-0.065612
0.0081841,-0.0014128,0.01077,0.04784,-0.051049
0.0062634,-0.0011796,0.0090188,0.03999,-0.040897
0.0043427,-0.00094645,0.0072677,0.032139,-0.030744
0.0032439,-0.00072535,0.0056713,0.02529,-0.023856
0.0026106,-0.00055738,0.0044561,0.020114,-0.019271
0.0019774,-0.00038941,0.0032409,0.014937,-0.014687
0.001596,-0.00028025,0.0024284,0.011424,-0.011677
0.0012147,-0.0001711,0.0016159,0.0079109,-0.0086672
0.00069013,-0.00013974,0.00050066,0.0043363,-0.0069008
0.00017863,-0.00018397,-0.00065202,0.001477,-0.0058768
